Nd			Dg			Cq			Cc			H1			Sn
53646			6			5			0.47			841			5
53647			5			5			0.9			841			5
54726			8			5			0.68			841			7
55850			7			5			0.67			841			5
61914			6			5			0.8			841			5
62171			9			6			0.56			841			6
64276			6			5			0.87			841			5
65396			17			6			0.34			841			5
69070			7			5			0.81			841			7
72636			4			5			1.0			841			4
75323			4			4			0.67			841			3
75324			2			3			1.0			841			2
76202			4			5			1.0			841			4
80975			6			5			0.87			841			6
81356			6			5			0.87			841			6
82055			5			5			0.9			841			5
82413			4			5			1.0			841			4
82415			5			5			0.9			841			5
83505			5			5			0.9			841			5
83530			5			5			0.9			841			5
83963			15			6			0.39			841			6
88071			4			4			0.83			841			4
88896			8			6			0.82			841			7
91144			5			5			0.9			841			5
91156			6			5			0.6			841			5
95174			3			4			1.0			841			3
95187			5			5			0.9			841			5
95251			6			5			0.87			841			6
95329			6			5			0.67			841			5
101640			5			5			0.9			841			5
102246			6			5			0.8			841			6
104899			4			5			1.0			841			4
106205			5			5			0.9			841			5
108749			7			5			0.57			841			5
109606			5			5			0.9			841			5
114166			5			5			0.9			841			4
119122			7			7			0.9			841			7
123011			5			5			0.9			841			5
126357			5			5			0.9			841			5
127169			5			5			0.9			841			5
127516			4			5			1.0			841			4
127991			4			5			1.0			841			4
128306			6			5			0.87			841			6
128310			7			5			0.81			841			7
131484			6			5			0.87			841			6
132962			5			5			0.9			841			5
133193			4			5			1.0			841			4
135147			4			5			1.0			841			4
135153			3			4			1.0			841			3
142428			5			5			0.9			841			5
150612			4			4			0.83			841			4
2158			28			4			0.07			841			17
2652			6			3			0.27			841			4
2771			11			4			0.15			841			10
2888			55			8			0.15			841			18
5813			23			7			0.19			841			14
11537			16			3			0.01			841			13
12546			15			4			0.1			841			11
12718			38			3			0.04			841			6
14496			6			3			0.07			841			5
15213			17			4			0.15			841			13
15215			16			4			0.15			841			8
16901			39			5			0.09			841			20
17649			23			8			0.25			841			15
22156			33			5			0.09			841			16
22582			8			5			0.46			841			8
35557			20			4			0.16			841			9
35965			36			6			0.1			841			15
36045			12			4			0.24			841			8
37737			30			3			0.02			841			6
38802			25			6			0.18			841			11
39794			27			5			0.12			841			18
43193			23			6			0.14			841			14
48826			17			5			0.12			841			5
49978			3			2			0			841			2
54654			48			5			0.04			841			17
55801			41			7			0.14			841			16
57853			8			2			0			841			4
59086			22			5			0.07			841			8
61108			6			3			0.2			841			3
62160			5			3			0.3			841			3
65539			16			4			0.2			841			6
69051			6			3			0.2			841			6
76571			15			4			0.2			841			12
90413			8			3			0.07			841			5
90414			7			3			0.24			841			5
92822			8			3			0.07			841			5
93016			6			4			0.27			841			6
96814			7			3			0.1			841			6
98576			11			3			0.05			841			6
107572			9			3			0.36			841			7
110415			7			4			0.33			841			6
118552			12			4			0.12			841			8
145136			2			3			1.0			841			2
4215			20			4			0.09			841			9
4471			17			5			0.21			841			9
5910			14			4			0.23			841			6
8983			17			3			0.02			841			14
11735			67			8			0.06			841			19
15332			10			4			0.2			841			5
17417			26			5			0.1			841			14
21180			124			6			0.04			841			28
25142			22			3			0.03			841			7
27062			11			3			0.07			841			6
36102			34			4			0.1			841			9
73098			21			4			0.1			841			9
83386			5			4			0.3			841			5
91514			5			3			0.1			841			5
95126			9			4			0.19			841			7
95127			3			3			0.67			841			3
107920			8			4			0.36			841			6
126045			3			3			0.33			841			3
144745			6			3			0.07			841			6
1011			2			2			0			841			1
1012			1			2			1			841			1
2439			21			3			0.02			841			3
1014			24			5			0.07			841			11
15210			10			3			0.09			841			8
19196			16			3			0.07			841			11
22853			25			3			0.05			841			12
22856			37			4			0.08			841			12
22860			18			4			0.12			841			12
22863			12			4			0.12			841			10
22864			19			4			0.07			841			12
22874			8			3			0.11			841			7
22878			19			6			0.18			841			12
22886			22			4			0.05			841			12
28613			12			3			0.02			841			7
30342			10			3			0.09			841			7
30366			17			4			0.15			841			9
30385			17			3			0.03			841			8
30386			15			4			0.11			841			7
34157			23			5			0.08			841			12
36606			13			3			0.05			841			8
42398			14			4			0.08			841			10
42639			15			4			0.13			841			9
52784			10			3			0.02			841			9
52785			16			3			0.04			841			11
54655			14			4			0.14			841			9
56407			20			3			0.04			841			13
71555			16			3			0.03			841			10
72026			5			3			0.3			841			5
74151			8			2			0			841			7
75358			7			2			0			841			4
87280			3			2			0			841			2
90986			9			3			0.06			841			6
92660			11			3			0.09			841			9
101016			6			3			0.13			841			6
101025			6			2			0			841			6
101033			3			3			0.33			841			3
102074			7			3			0.1			841			6
110219			7			3			0.1			841			6
110288			2			2			0			841			2
111937			8			3			0.14			841			5
117428			5			3			0.2			841			5
119195			8			2			0			841			5
133130			5			2			0			841			5
145921			5			2			0			841			4
159181			4			3			0.33			841			4
15858			3			2			0			841			2
18038			14			4			0.15			841			10
31814			14			3			0.02			841			7
40297			22			6			0.16			841			11
46837			27			4			0.08			841			14
49556			10			3			0.04			841			8
52803			3			2			0			841			2
55116			18			5			0.14			841			11
87826			14			5			0.29			841			10
121472			6			3			0.2			841			4
131152			3			2			0			841			2
149516			3			2			0			841			3
151314			3			2			0			841			3
167584			2			2			0			841			2
183143			5			3			0.1			841			3
1015			2			2			0			841			1
1016			1			2			1			841			1
174385			2			2			0			841			1
1017			23			5			0.14			841			9
1018			2			2			0			841			2
5785			38			7			0.21			841			12
13070			14			5			0.33			841			9
13075			13			4			0.33			841			8
24478			39			7			0.19			841			11
40755			2			2			0			841			2
42762			2			2			0			841			2
42763			3			3			0.33			841			2
42766			2			3			1.0			841			2
42769			2			3			1.0			841			2
42775			2			2			0			841			2
42776			2			2			0			841			2
42777			2			2			0			841			2
45922			38			7			0.2			841			9
45923			41			7			0.17			841			9
47475			7			5			0.71			841			6
47476			5			5			0.9			841			5
124307			6			3			0.33			841			3
125520			4			3			0.17			841			2
1019			14			4			0.15			841			9
1020			1			2			1			841			1
12985			13			3			0.18			841			9
14421			7			4			0.29			841			7
17744			3			2			0			841			3
23377			20			4			0.1			841			9
28708			20			4			0.11			841			10
31853			27			4			0.11			841			10
51550			409			5			0.02			841			10
51563			12			4			0.21			841			8
58108			33			4			0.12			841			10
72252			20			4			0.17			841			10
81377			22			4			0.14			841			9
111385			7			4			0.24			841			4
149942			28			5			0.15			841			10
1021			5			3			0.4			841			4
1022			2			2			0			841			2
12572			32			4			0.12			841			7
52650			27			5			0.1			841			7
59465			40			5			0.11			841			7
59512			25			3			0.04			841			7
171281			3			2			0			841			2
1023			40			4			0.06			841			11
1024			23			3			0.06			841			3
1691			36			3			0.02			841			12
10239			4			2			0			841			3
11443			25			5			0.15			841			16
11444			17			3			0.07			841			5
12345			6			2			0			841			5
12527			34			6			0.12			841			16
13795			12			3			0.11			841			4
16650			3			3			0.67			841			3
23013			6			3			0.2			841			3
23016			12			3			0.06			841			3
26120			19			3			0.06			841			4
28298			26			3			0.04			841			15
32539			9			3			0.06			841			3
36228			5			3			0.4			841			4
45990			15			4			0.1			841			3
46527			5			3			0.2			841			3
46887			5			3			0.2			841			4
46948			3			2			0			841			3
47088			5			3			0.2			841			4
50629			3			3			0.67			841			3
55024			7			3			0.19			841			4
59361			5			3			0.2			841			3
59362			5			3			0.5			841			3
71929			3			3			0.67			841			3
82536			4			4			0.5			841			3
102740			6			4			0.27			841			3
104834			3			3			0.67			841			3
106502			4			3			0.67			841			4
109794			8			2			0			841			3
118372			3			3			0.67			841			3
152573			4			3			0.17			841			2
162563			3			3			0.67			841			3
23004			1			2			1			841			1
23191			6			3			0.07			841			3
23199			6			3			0.07			841			2
23205			1			2			1			841			1
25764			2			2			0			841			1
36227			37			3			0.04			841			9
60682			2			2			0			841			2
82215			2			3			1.0			841			2
82235			3			3			0.33			841			2
84766			2			3			1.0			841			2
86764			4			3			0.33			841			3
129167			4			3			0.17			841			2
129168			5			3			0.1			841			2
131537			3			2			0			841			2
146048			4			2			0			841			2
149854			4			3			0.17			841			2
161955			2			3			1.0			841			2
1025			28			4			0.12			841			7
1026			5			3			0.5			841			5
2813			52			4			0.03			841			7
5903			53			4			0.03			841			8
6815			11			5			0.35			841			7
22413			3			3			0.33			841			2
22414			6			3			0.47			841			6
22415			2			3			1.0			841			2
40820			28			4			0.11			841			7
44384			6			3			0.33			841			5
44385			6			3			0.33			841			5
44386			3			3			0.33			841			2
44387			3			3			0.67			841			3
44493			3			3			0.33			841			2
44494			2			3			1.0			841			2
55211			13			4			0.13			841			7
65649			6			5			0.53			841			5
69118			9			4			0.25			841			6
94088			8			3			0.25			841			7
99287			7			4			0.43			841			7
117202			3			4			1.0			841			3
127963			3			3			0.67			841			3
127970			7			3			0.33			841			6
150110			4			3			0.17			841			2
164874			2			3			1.0			841			2
164875			3			3			0.33			841			2
1028			27			6			0.14			841			9
29040			2			2			0			841			2
29044			2			2			0			841			2
48442			9			4			0.25			841			6
74730			5			3			0.2			841			4
155510			3			2			0			841			2
157913			3			2			0			841			2
157914			2			2			0			841			2
157915			2			2			0			841			2
157920			2			2			0			841			2
157941			2			2			0			841			2
157945			4			3			0.5			841			4
7397			3			3			0.33			841			3
47656			2			2			0			841			2
54967			4			3			0.17			841			3
54968			3			2			0			841			2
54971			2			2			0			841			2
76280			4			4			0.5			841			4
106874			3			3			0.67			841			3
151500			3			3			0.33			841			3
157540			3			4			1.0			841			3
185938			2			2			0			841			2
1029			2			2			0			841			1
1030			1			2			1			841			1
35445			16			4			0.07			841			4
1031			15			3			0.03			841			14
91564			9			3			0.14			841			9
1954			25			5			0.09			841			12
2395			26			5			0.1			841			13
11459			6			3			0.07			841			6
23775			12			4			0.12			841			12
27253			21			4			0.09			841			10
28403			35			4			0.06			841			12
28503			28			5			0.07			841			12
31881			24			5			0.16			841			13
43260			11			3			0.02			841			8
52524			4			3			0.17			841			4
61487			15			3			0.03			841			13
92405			10			3			0.18			841			10
98681			6			3			0.2			841			5
111173			13			4			0.14			841			9
3460			14			4			0.15			841			10
7088			19			4			0.14			841			12
11957			33			5			0.12			841			16
18440			13			3			0.23			841			11
28184			14			3			0.04			841			8
39332			26			5			0.1			841			14
44769			18			3			0.05			841			6
45891			23			4			0.1			841			13
58385			25			3			0.02			841			9
58802			17			4			0.18			841			12
58947			7			2			0			841			6
63326			17			3			0.04			841			8
65699			22			5			0.11			841			11
67456			7			3			0.05			841			6
74968			13			3			0.01			841			8
75065			7			2			0			841			5
85926			73			5			0.04			841			8
1035			3			3			0.67			841			3
1344			37			4			0.05			841			8
27514			3			3			0.67			841			3
33949			33			3			0.05			841			8
33950			23			4			0.09			841			6
73441			6			3			0.07			841			6
73444			1			2			1			841			1
73445			1			2			1			841			1
73446			1			2			1			841			1
73450			1			2			1			841			1
82486			1			2			1			841			1
1037			9			4			0.44			841			8
1325			5			4			0.6			841			5
1708			26			4			0.09			841			8
3756			43			6			0.12			841			14
4702			5			5			0.9			841			5
8739			21			7			0.21			841			10
9108			28			5			0.12			841			16
9903			7			5			0.38			841			5
9906			8			4			0.18			841			6
9907			5			4			0.5			841			5
9908			12			5			0.35			841			9
9911			6			5			0.53			841			5
10131			10			3			0.13			841			7
10687			78			6			0.04			841			19
13673			9			4			0.25			841			6
14431			7			5			0.48			841			6
14546			5			5			0.9			841			5
15909			6			5			0.67			841			6
17832			23			5			0.08			841			12
19462			7			5			0.48			841			6
20355			10			6			0.58			841			9
23450			7			5			0.48			841			6
24336			5			3			0.2			841			5
24556			12			3			0.08			841			5
27336			29			5			0.1			841			18
28049			44			4			0.05			841			9
28157			5			5			0.9			841			5
28158			8			5			0.43			841			5
30810			5			5			0.7			841			5
31938			21			5			0.15			841			15
34392			6			5			0.6			841			5
34885			37			5			0.09			841			13
34903			37			5			0.12			841			15
37091			6			4			0.47			841			5
37778			6			5			0.67			841			6
38141			11			4			0.22			841			6
39137			17			5			0.15			841			11
47431			20			6			0.23			841			12
47946			11			4			0.15			841			10
48039			25			5			0.16			841			7
49619			7			3			0.1			841			5
49620			11			3			0.05			841			8
50632			20			4			0.04			841			5
50948			8			3			0.14			841			5
54876			19			5			0.1			841			8
57553			7			4			0.33			841			5
57997			31			6			0.12			841			13
59701			16			6			0.41			841			14
59920			31			4			0.09			841			5
63008			5			4			0.4			841			4
63491			5			5			0.7			841			5
63996			5			5			0.7			841			5
65030			18			5			0.18			841			7
65047			7			5			0.48			841			6
65806			3			2			0			841			3
67036			6			4			0.53			841			6
79656			5			5			0.7			841			5
80000			8			5			0.32			841			7
81297			3			2			0			841			3
83238			8			5			0.39			841			6
95602			5			4			0.3			841			3
97391			6			4			0.4			841			5
98688			14			5			0.14			841			5
98695			14			5			0.24			841			7
98696			8			5			0.43			841			7
103088			4			4			0.83			841			4
108374			5			4			0.4			841			4
109875			7			3			0.14			841			5
113731			4			5			1.0			841			4
114858			4			5			1.0			841			4
117240			4			5			1.0			841			4
151105			2			2			0			841			2
9759			21			4			0.12			841			13
32351			7			3			0.05			841			7
2533			7			3			0.14			841			4
4516			11			3			0.13			841			8
13662			24			6			0.16			841			16
14249			40			4			0.03			841			7
16765			16			3			0.12			841			7
25352			28			4			0.08			841			12
27072			16			3			0.14			841			4
29038			18			4			0.13			841			8
31876			38			4			0.04			841			25
